country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,160152,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160153,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160154,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160155,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160156,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160157,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160158,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160159,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160160,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160161,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160162,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160163,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160164,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160205,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160209,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160211,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160214,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160215,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160217,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160218,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160220,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160221,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160222,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160223,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160224,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160225,Caminha,Rural and Towns,PT111,1630,2418,10602,608,1165,4909,1022,1253,5693,11.12628,16.505119,72.368599,9.0990725,17.4349,73.466026,12.826305,15.725402,71.448296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20794,16684,14650,2034,,3946,7737,6682,1055,,1533,8947,7968,979,,2413,,942,1029,1026,1123,1029,875,1039,1187,1290,1164,1817,2068,2213,2413,2193,,,,,,,,,136.5214080810547
Portugal,620,2011,160304,Melgaço,Rural and Towns,PT111,518,964,6910,186,422,3068,332,542,3842,6.1725454,11.48713,82.340324,5.0598478,11.47987,83.460281,7.0398641,11.49279,81.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.670128,9213,8392,821,,3376,4076,3676,400,,1364,5137,4716,421,,2012,,388,396,428,543,557,378,418,491,642,775,766,814,919,1185,1332,,,,,,,,,238.2459106445313
Portugal,620,2011,160305,Melgaço,Rural and Towns,PT111,518,964,6910,186,422,3068,332,542,3842,6.1725454,11.48713,82.340324,5.0598478,11.47987,83.460281,7.0398641,11.49279,81.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.670128,9213,8392,821,,3376,4076,3676,400,,1364,5137,4716,421,,2012,,388,396,428,543,557,378,418,491,642,775,766,814,919,1185,1332,,,,,,,,,238.2459106445313
Portugal,620,2011,160307,Melgaço,Rural and Towns,PT111,518,964,6910,186,422,3068,332,542,3842,6.1725454,11.48713,82.340324,5.0598478,11.47987,83.460281,7.0398641,11.49279,81.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.670128,9213,8392,821,,3376,4076,3676,400,,1364,5137,4716,421,,2012,,388,396,428,543,557,378,418,491,642,775,766,814,919,1185,1332,,,,,,,,,238.2459106445313
Portugal,620,2011,160308,Melgaço,Rural and Towns,PT111,518,964,6910,186,422,3068,332,542,3842,6.1725454,11.48713,82.340324,5.0598478,11.47987,83.460281,7.0398641,11.49279,81.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.670128,9213,8392,821,,3376,4076,3676,400,,1364,5137,4716,421,,2012,,388,396,428,543,557,378,418,491,642,775,766,814,919,1185,1332,,,,,,,,,238.2459106445313
Portugal,620,2011,160311,Melgaço,Rural and Towns,PT111,518,964,6910,186,422,3068,332,542,3842,6.1725454,11.48713,82.340324,5.0598478,11.47987,83.460281,7.0398641,11.49279,81.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.670128,9213,8392,821,,3376,4076,3676,400,,1364,5137,4716,421,,2012,,388,396,428,543,557,378,418,491,642,775,766,814,919,1185,1332,,,,,,,,,238.2459106445313
