country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,020203,Almodôvar,Rural and Towns,PT184,385,787,5394,135,323,2775,250,464,2619,5.8635392,11.985989,82.150475,4.1756883,9.9907207,85.833588,7.5007501,13.921392,78.577858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.576025,7449,6566,883,,2241,3677,3233,444,,1038,3772,3333,439,,1203,,335,404,477,465,514,306,399,407,488,530,641,803,884,953,1044,,,,,,,,,777.8801879882813
Portugal,620,2011,020301,Alvito,Rural and Towns,PT184,170,330,1679,62,152,812,108,178,867,7.801744,15.144562,77.053696,6.0428848,14.814815,79.142303,9.366869,15.437988,75.195145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4542933,2504,2179,325,,706,1199,1026,173,,290,1305,1153,152,,416,,129,139,158,157,153,132,147,129,175,154,261,286,287,332,307,,,,,,,,,264.8532104492188
Portugal,620,2011,020401,Barrancos,Rural and Towns,PT184,94,286,1208,35,118,619,59,168,589,5.9193954,18.010075,76.070526,4.5336785,15.284974,80.181351,7.230392,20.588236,72.181374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.889618,1834,1588,246,,456,890,772,118,,184,944,816,128,,272,,81,109,160,140,98,83,100,148,117,96,164,209,308,257,194,,,,,,,,,168.4172973632813
Portugal,620,2011,020502,Beja,Rural and Towns,PT184,4900,5347,20233,1792,2635,10171,3108,2712,10062,16.076115,17.54265,66.381233,12.275654,18.050417,69.673927,19.569324,17.075935,63.35474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.273241,35854,30480,5374,,7562,17387,14598,2789,,3058,18467,15882,2585,,4504,,1862,2466,2619,2491,2102,1709,2385,2567,2501,2216,3571,4851,5186,4992,4318,,,,,,,,,1146.475341796875
Portugal,620,2011,020603,Castro Verde,Rural and Towns,PT184,627,934,4759,223,421,2460,404,513,2299,9.920886,14.778481,75.300636,7.1842785,13.563145,79.252579,12.562189,15.951492,71.48632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.777416,7276,6320,956,,1768,3567,3104,463,,768,3709,3216,493,,1000,,395,432,521,525,463,357,406,483,523,447,752,838,1004,1048,910,,,,,,,,,569.4421997070313
Portugal,620,2011,020701,Cuba,Rural and Towns,PT184,379,669,3193,128,336,1591,251,333,1602,8.9365711,15.774582,75.288849,6.2287107,16.350365,77.420921,11.48216,15.233303,73.284538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.346094,4878,4241,637,,1244,2384,2055,329,,529,2494,2186,308,,715,,251,329,304,362,280,279,276,322,302,292,530,605,626,664,572,,,,,,,,,172.0872039794922
Portugal,620,2011,020803,Ferreira do Alentejo,Rural and Towns,PT184,522,895,5826,182,397,2930,340,498,2896,7.2069583,12.356758,80.436287,5.1866627,11.313765,83.499573,9.1055164,13.336905,77.557579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.735133,8255,7243,1012,,2210,4021,3509,512,,935,4234,3734,500,,1275,,392,503,558,563,558,385,462,486,539,587,777,965,1044,1102,1145,,,,,,,,,648.206787109375
Portugal,620,2011,020901,Mértola,Rural and Towns,PT184,337,720,5552,119,300,2830,218,420,2722,5.0991073,10.894235,84.00666,3.6626654,9.2336102,87.103722,6.4880953,12.5,81.011902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6262279,7274,6609,665,,2513,3593,3249,344,,1083,3681,3360,321,,1430,,355,348,464,531,468,292,309,388,470,471,647,657,852,1001,939,,,,,,,,,1292.873291015625
Portugal,620,2011,021001,Moura,Rural and Towns,PT184,909,1651,10205,312,770,5109,597,881,5096,7.1210341,12.933804,79.94516,5.0395737,12.437409,82.523018,9.0812292,13.401278,77.517494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.824417,15167,12765,2402,,3576,7447,6191,1256,,1445,7720,6574,1146,,2131,,881,927,1004,1026,908,759,877,932,997,878,1640,1804,1936,2023,1786,,,,,,,,,958.4555053710938
Portugal,620,2011,021102,Odemira,Rural and Towns,PT181,1610,3277,18017,610,1589,9357,1000,1688,8660,7.0293398,14.307545,78.663116,5.2786431,13.750433,80.970924,8.8121252,14.874867,76.313004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.149353,26066,22904,3162,,6835,13171,11556,1615,,3181,12895,11348,1547,,3654,,1279,1650,1855,1943,1648,1148,1515,1641,1824,1566,2427,3165,3496,3767,3214,,,,,,,,,1720.6015625
Portugal,620,2011,021203,Ourique,Rural and Towns,PT184,265,635,3939,95,277,2003,170,358,1936,5.4763379,13.122546,81.401115,4,11.663157,84.336845,6.8993506,14.529221,78.571426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.124362,5389,4839,550,,1759,2656,2375,281,,794,2733,2464,269,,965,,225,261,359,367,369,210,278,314,336,361,435,539,673,703,730,,,,,,,,,663.3135986328125
Portugal,620,2011,021302,Serpa,Rural and Towns,PT184,1019,1737,10914,334,807,5473,685,930,5441,7.4542794,12.706656,79.839066,5.0498943,12.201391,82.748718,9.7080498,13.180272,77.111679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.130362,15623,13670,1953,,4037,7632,6614,1018,,1705,7991,7056,935,,2332,,813,880,1028,1214,974,834,798,988,1103,1001,1647,1678,2016,2317,1975,,,,,,,,,1105.633422851563
Portugal,620,2011,021401,Vidigueira,Rural and Towns,PT184,407,766,3941,142,363,1992,265,403,1949,7.9585452,14.978491,77.062965,5.6868243,14.537445,79.775734,10.126099,15.399312,74.474586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.735937,5932,5114,818,,1455,2917,2497,420,,634,3015,2617,398,,821,,348,354,363,437,361,348,340,373,381,354,696,694,736,818,715,,,,,,,,,316.6108093261719
Portugal,620,2011,030102,Amares,Medium Sized Areas,PT112,1330,2472,11948,480,1152,5874,850,1320,6074,8.4444447,15.695238,75.860321,6.3948841,15.347722,78.257393,10.310529,16.011644,73.677826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.48294,18889,15750,3139,,3097,9131,7506,1625,,1334,9758,8244,1514,,1763,,1155,1300,1413,1286,1018,1237,1326,1518,1322,1078,2392,2626,2931,2608,2096,,,,,,,PT003,Braga,81.95400238037109
Portugal,620,2011,030201,Barcelos,Medium Sized Areas,PT112,7173,12949,80267,2607,6026,39290,4566,6923,40977,7.145205,12.898824,79.955971,5.4399767,12.574338,81.985687,8.7027788,13.195212,78.102013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.73703,120391,100389,20002,,16547,58284,47923,10361,,6808,62107,52466,9641,,9739,,7936,8413,9717,8516,6533,7741,8735,10238,8966,7047,15677,17148,19955,17482,13580,,,,,,,,,378.9013977050781
Portugal,620,2011,030301,Braga,Metropolitan Area,PT112,29212,27717,94898,11414,13622,46513,17798,14095,48385,19.24032,18.255646,62.504036,15.952703,19.0387,65.008598,22.170458,17.557737,60.271805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.61121,181494,151827,29667,,23894,86707,71549,15158,,9928,94787,80278,14509,,13966,,11115,13633,14341,12834,9698,10983,14449,15830,14372,10678,22098,28082,30171,27206,20376,,,,,,,PT003,Braga,183.3992919921875
Portugal,620,2011,030401,Cabeceiras de Basto,Rural and Towns,PT119,982,1722,11283,325,745,5650,657,977,5633,7.0208049,12.311432,80.667763,4.8363094,11.086309,84.077377,9.0408697,13.444338,77.514793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.100494,16710,13987,2723,,3221,8115,6720,1395,,1358,8595,7267,1328,,1863,,1072,1031,1244,1205,810,1089,1103,1169,1205,838,2161,2134,2413,2410,1648,,,,,,,,,241.8217010498047
Portugal,620,2011,030501,Celorico de Basto,Rural and Towns,PT11C,953,2061,14023,323,946,6920,630,1115,7103,5.593708,12.0972,82.30909,3.9443154,11.552082,84.503601,7.1202531,12.601718,80.27803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9955,20098,17037,3061,,3823,9749,8189,1560,,1577,10349,8848,1501,,2246,,1286,1397,1430,1482,1017,1296,1282,1382,1508,1134,2582,2679,2812,2990,2151,,,,,,,,,181.0704040527344
Portugal,620,2011,030601,Esposende,Medium Sized Areas,PT112,3249,4137,21213,1266,2005,10167,1983,2132,11046,11.360538,14.465541,74.17392,9.4210443,14.920375,75.658577,13.079612,14.062397,72.857994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.01932,34254,28599,5655,,5049,16278,13438,2840,,2077,17976,15161,2815,,2972,,2133,2445,2620,2349,1814,2132,2548,2931,2555,2023,4265,4993,5551,4904,3837,,,,,,,,,95.40990447998047
Portugal,620,2011,030705,Fafe,Rural and Towns,PT119,3660,5025,34130,1274,2380,16266,2386,2645,17864,8.5484056,11.736541,79.71505,6.3955822,11.947791,81.656624,10.42149,11.552741,78.025772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.11543,50633,42815,7818,,8441,23946,19920,4026,,3365,26687,22895,3792,,5076,,3001,3383,3683,3496,2992,3137,3523,4017,3832,3310,6138,6906,7700,7328,6302,,,,,,,,,219.0809936523438
Portugal,620,2011,030801,Guimarães,Metropolitan Area,PT119,12469,18532,102411,4631,8678,50697,7838,9854,51714,9.3462353,13.890804,76.762962,7.2352591,13.558104,79.206635,11.292972,14.197619,74.509407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.24011,158124,133412,24712,,21568,76767,64006,12761,,9133,81357,69406,11951,,12435,,10234,11104,12709,11680,9146,9727,11404,13439,12500,9901,19961,22508,26148,24180,19047,,,,,,,PT505,Guimarães,240.9544982910156
Portugal,620,2011,030906,Póvoa de Lanhoso,Rural and Towns,PT119,1221,2202,14893,433,990,7152,788,1212,7741,6.6663027,12.022276,81.311424,5.0495625,11.54519,83.405251,8.0895185,12.442254,79.468224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.53642,21886,18316,3570,,3830,10413,8575,1838,,1624,11473,9741,1732,,2206,,1340,1300,1562,1537,1212,1340,1507,1722,1676,1290,2680,2807,3284,3213,2502,,,,,,,,,134.6528930664063
Portugal,620,2011,031001,Terras de Bouro,Rural and Towns,PT112,313,810,5185,94,345,2547,219,465,2638,4.9619532,12.840837,82.197212,3.1480241,11.553918,85.298058,6.5924144,13.997592,79.409996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14064,7253,6308,945,,1779,3478,2986,492,,786,3775,3322,453,,993,,406,379,455,528,432,431,400,498,514,486,837,779,953,1042,918,,,,,,,,,277.460693359375
Portugal,620,2011,031105,Vieira do Minho,Rural and Towns,PT119,701,1406,9112,244,634,4451,457,772,4661,6.2483287,12.532311,81.21936,4.5787201,11.897166,83.524117,7.7589135,13.106961,79.134125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.047974,12997,11219,1778,,2965,6252,5329,923,,1266,6745,5890,855,,1699,,785,716,825,976,761,762,755,893,972,809,1547,1471,1718,1948,1570,,,,,,,,,216.443603515625
Portugal,620,2011,031204,Vila Nova de Famalicão,Medium Sized Areas,PT119,11245,16996,83974,4343,8258,41134,6902,8738,42840,10.020942,15.145926,74.83313,8.0822554,15.36801,76.549736,11.802325,14.94186,73.255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.87354,133832,112215,21617,,18444,64849,53735,11114,,7761,68983,58480,10503,,10683,,8165,9383,10942,9840,7644,7847,9831,11614,10184,8321,16012,19214,22556,20024,15965,,,,,,,,,201.5926055908203
Portugal,620,2011,031304,Vila Verde,Medium Sized Areas,PT112,2828,5379,31683,986,2460,15437,1842,2919,16246,7.0894961,13.484583,79.425919,5.2216277,13.027591,81.750778,8.7685061,13.895369,77.336128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.42407,47888,39890,7998,,8301,22945,18883,4062,,3419,24943,21007,3936,,4882,,3048,3345,3588,3131,2352,2946,3516,3772,3254,2637,5994,6861,7360,6385,4989,,,,,,,PT003,Braga,228.6652069091797
Portugal,620,2011,031401,Vizela,Medium Sized Areas,PT119,1199,2476,16083,434,1173,8015,765,1303,8068,6.068428,12.531632,81.39994,4.5104966,12.190813,83.298691,7.5473561,12.855169,79.597473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.04169,23736,19758,3978,,2721,11653,9622,2031,,1159,12083,10136,1947,,1562,,1685,1674,2016,1766,1322,1573,1743,2049,1892,1317,3258,3417,4065,3658,2639,,,,,,,PT505,Guimarães,24.69820022583008
Portugal,620,2011,040102,Alfândega da Fé,Rural and Towns,PT11E,319,519,3770,123,217,1890,196,302,1880,6.9227428,11.263021,81.81424,5.5156951,9.7309418,84.753365,8.2422199,12.699748,79.058029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85357,5104,4608,496,,1660,2467,2230,237,,740,2637,2378,259,,920,,239,268,266,376,341,258,219,262,366,353,497,487,528,742,694,,,,,,,,,321.9464111328125
Portugal,620,2011,040201,Bragança,Rural and Towns,PT11E,5562,5087,20315,1934,2506,10271,3628,2581,10044,17.962795,16.428757,65.608452,13.146625,17.034872,69.818504,22.322033,15.880145,61.797821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.114029,35341,30964,4377,,8205,16966,14711,2255,,3585,18375,16253,2122,,4620,,1779,2160,2433,2459,2295,1798,2304,2464,2597,2470,3577,4464,4897,5056,4765,,,,,,,,,1173.572631835938
Portugal,620,2011,040304,Carrazeda de Ansiães,Rural and Towns,PT11D,381,564,4792,129,279,2362,252,285,2430,6.6411018,9.8309221,83.527977,4.6570396,10.072202,85.27076,8.4934273,9.6056623,81.900909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.822588,6373,5737,636,,2036,3066,2770,296,,894,3307,2967,340,,1142,,324,327,363,408,454,276,295,343,397,514,600,622,706,805,968,,,,,,,,,279.2409057617188
Portugal,620,2011,040404,Freixo de Espada à Cinta,Rural and Towns,PT11D,167,300,2884,59,136,1397,108,164,1487,4.9835868,8.9525518,86.063858,3.7060301,8.5427132,87.751259,6.139852,9.3234797,84.536667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.482736,3780,3351,429,,1312,1820,1592,228,,568,1960,1759,201,,744,,165,196,222,209,232,159,197,197,206,256,324,393,419,415,488,,,,,,,,,244.1428985595703
